equipo,liga,ataque,medio,defensa,promedio,año,entrenador
Atlético Huila,Liga Dimayor,58,58,58,58,30-06-2016,Oswaldo Durán
Oxford United,Football League 2,63,63,63,63,30-06-2016,Michael Appleton
Barnsley,Football League 1,61,61,61,61,30-06-2016,Paul Heckingbottom
Blackpool,Football League 1,60,60,60,60,30-06-2016,Neil McDonald
Carlisle United,Football League 2,61,61,61,61,30-06-2016,Keith Curle
St. Patrick's Athletic,SSE Airtricity Lge,60,60,60,60,30-06-2016,Valverde
Real Madrid Club de Fútbol,Liga BBVA,88,88,88,88,30-06-2017,Zinédine Zidane
Fútbol Club Barcelona,Liga BBVA,92,92,92,92,30-06-2017,Luis Enrique
Juventus de Turín,Serie A TIM,89,89,89,89,30-06-2017,Massimiliano Allegri
FC Bayern Munich,Bundesliga,85,85,85,85,30-06-2017,Carlo Ancelotti
Chelsea,Barclays PL,86,86,86,86,30-06-2017,Antonio Conte
Paris Saint-Germain,Ligue 1,85,85,85,85,30-06-2017,Unai Emery
Manchester United,Barclays PL,84,84,84,84,30-06-2017,José Mourinho
Club Atlético de Madrid SAD,Liga BBVA,84,84,84,84,30-06-2017,Diego Simeone
Manchester City,Barclays PL,83,83,83,83,30-06-2017,Pep Guardiola
Arsenal,Barclays PL,81,81,81,81,30-06-2017,Humberto Grondona
Tottenham Hotspur,Barclays PL,85,85,85,85,30-06-2017,Mauricio Pochettino
Roma,Serie A TIM,82,82,82,82,30-06-2017,Luciano Spalletti
Liverpool,Barclays PL,82,82,82,82,30-06-2017,Jürgen Klopp
Nápoles,Serie A TIM,82,82,82,82,30-06-2017,Maurizio Sarri
Inter de Milán,Serie A TIM,82,82,82,82,30-06-2017,Vincenzo Montella
Everton,Barclays PL,85,85,85,85,30-06-2017,Ronald Koeman
Villarreal Club de Fútbol SAD,Liga BBVA,79,79,79,79,30-06-2017,Fran Escribá
VfL Wolfsburgo,Bundesliga,82,82,82,82,30-06-2017,Andries Jonker
Lazio,Serie A TIM,81,81,81,81,30-06-2017,Simone Inzaghi
Milán,Serie A TIM,81,81,81,81,30-06-2017,Vincenzo Montella
Athletic Club,Liga BBVA,80,80,80,80,30-06-2017,Valverde
AS Monaco,Ligue 1,80,80,80,80,30-06-2017,Leonardo Jardim
SL Benfica,Liga NOS,80,80,80,80,30-06-2017,Rui Vitória
FC Schalke 04,Bundesliga,77,77,77,77,30-06-2017,Markus Weinzierl
Sporting de Lisboa,Liga NOS,80,80,80,80,30-06-2017,Rubi
Olympique de Lyon,Ligue 1,80,80,80,80,30-06-2017,Bruno Génésio
OGC Niza,Ligue 1,80,80,80,80,30-06-2017,Lucien Favre
Real Club Celta de Vigo SAD,Liga BBVA,79,79,79,79,30-06-2017,Eduardo Berizzo
Real Sociedad de Fútbol SAD,Liga BBVA,79,79,79,79,30-06-2017,Eusebio Sacristán
Leicester City,Barclays PL,79,79,79,79,30-06-2017,Craig Shakespeare
West Ham United,Barclays PL,79,79,79,79,30-06-2017,Slaven Bilić
Valencia Club de Fútbol SAD,Liga BBVA,78,78,78,78,30-06-2017,Voro
Southampton,Barclays PL,78,78,78,78,30-06-2017,Claude Puel
Stoke City,Barclays PL,77,77,77,77,30-06-2017,Mark Hughes
Olympique de Marsella,Ligue 1,81,81,81,81,30-06-2017,Rudi García
Hertha BSC Berlin,Bundesliga,80,80,80,80,30-06-2017,Pál Dárdai
Crystal Palace,Barclays PL,80,80,80,80,30-06-2017,Sam Allardyce
Torino,Serie A TIM,78,78,78,78,30-06-2017,Siniša Mihajlović
TSG 1899 Hoffenheim,Bundesliga,78,78,78,78,30-06-2017,Julian Nagelsmann
Reial Club Deportiu Espanyol de Barcelona SAD,Liga BBVA,78,78,78,78,30-06-2017,Quique Flores
1. FC Colonia,Bundesliga,78,78,78,78,30-06-2017,Peter Stöger
Swansea City,Barclays PL,78,78,78,78,30-06-2017,Paul Clement
Unión Deportiva Las Palmas SAD,Liga BBVA,77,77,77,77,30-06-2017,Quique Setién
Málaga Club de Fútbol SAD,Liga BBVA,77,77,77,77,30-06-2017,Míchel
Ajax,Eredivisie,76,76,76,76,30-06-2017,Peter Bosz
Sunderland,Barclays PL,81,81,81,81,30-06-2017,David Moyes
Real Betis Balompié SAD,Liga BBVA,79,79,79,79,30-06-2017,Alexis
Sociedad Deportiva Eibar SAD,Liga BBVA,78,78,78,78,30-06-2017,José Luis Mendilíbar
SV Werder Bremen,Bundesliga,78,78,78,78,30-06-2017,Alexander Nouri
Real Club Deportivo de La Coruña SAD,Liga BBVA,77,77,77,77,30-06-2017,Pepe Mel
Girondins de Burdeos,Ligue 1,77,77,77,77,30-06-2017,Jocelyn Gourvennec
FC Augsburgo,Bundesliga,77,77,77,77,30-06-2017,Manuel Baum
PSV,Eredivisie,76,76,76,76,30-06-2017,Phillip Cocu
Chievo Verona,Serie A TIM,75,75,75,75,30-06-2017,Rolando Maran
Feyenoord,Eredivisie,75,75,75,75,30-06-2017,Giovanni van Bronckhorst
AS Saint-Étienne,Ligue 1,75,75,75,75,30-06-2017,Christophe Galtier
Udinese,Serie A TIM,75,75,75,75,30-06-2017,Luigi Delneri
West Bromwich Albion,Barclays PL,81,81,81,81,30-06-2017,Tony Pulis
Tigres U.A.N.L.,LIGA Bancomer MX,81,81,81,81,30-06-2017,Ricardo Caruso Lombardi
Sampdoria,Serie A TIM,77,77,77,77,30-06-2017,Marco Giampaolo
Hull City,Barclays PL,76,76,76,76,30-06-2017,Leonid Slutskiy
Atalanta,Serie A TIM,76,76,76,76,30-06-2017,Gian Piero Gasperini
Bolonia,Serie A TIM,76,76,76,76,30-06-2017,Roberto Donadoni
Middlesbrough,Barclays PL,76,76,76,76,30-06-2017,Steve Agnew
Hamburgo SV,Bundesliga,75,75,75,75,30-06-2017,Markus Gisdol
RB Leipzig,Bundesliga,75,75,75,75,30-06-2017,Ralph Hasenhüttl
LOSC Lille,Ligue 1,75,75,75,75,30-06-2017,Franck Passi
Club Deportivo Leganés SAD,Liga BBVA,74,74,74,74,30-06-2017,Pepe Mel
Deportivo Alavés SAD,Liga BBVA,73,73,73,73,30-06-2017,Pepe Mel
Eintracht Frankfurt,Bundesliga,73,73,73,73,30-06-2017,Niko Kovač
Granada Club de Fútbol SAD,Liga BBVA,78,78,78,78,30-06-2017,Tony Adams
River Plate,Primera División,76,76,76,76,30-06-2017,Marcelo Gallardo
Levante Unión Deportiva SAD,Liga Adelante,76,76,76,76,30-06-2017,Muñiz
Montpellier Hérault SC,Ligue 1,76,76,76,76,30-06-2017,Jean-Louis Gasset
Vitória Guimarães,Liga NOS,75,75,75,75,30-06-2017,Daniel Ramos
En Avant de Guingamp,Ligue 1,75,75,75,75,30-06-2017,Antoine Kombouaré
Newcastle United,FL Championship,75,75,75,75,30-06-2017,Rafa Benítez
Toulouse FC,Ligue 1,75,75,75,75,30-06-2017,Pascal Dupraz
San Lorenzo de Almagro,Primera División,75,75,75,75,30-06-2017,Edgardo Martini
Real Sporting de Gijón SAD,Liga BBVA,75,75,75,75,30-06-2017,Rubi
Bournemouth,Barclays PL,74,74,74,74,30-06-2017,Eddie Howe
Burnley,Barclays PL,74,74,74,74,30-06-2017,Sean Dyche
Cagliari,Serie A TIM,74,74,74,74,30-06-2017,Massimo Rastelli
FC Nantes,Ligue 1,74,74,74,74,30-06-2017,Sérgio Conceição
Boca Juniors,Primera División,73,73,73,73,30-06-2017,Guillermo Barros Schelotto
VfB Stuttgart,Bundesliga 2,76,76,76,76,30-06-2017,Hannes Wolf
Racing Club,Primera División,76,76,76,76,30-06-2017,Diego Cocca
Club Atlético Osasuna,Liga BBVA,75,75,75,75,30-06-2017,Diego Simeone
Club Atlético Lanús,Primera División,74,74,74,74,30-06-2017,Diego Simeone
Aston Villa,FL Championship,74,74,74,74,30-06-2017,Steve Bruce
FC Lorient,Ligue 1,74,74,74,74,30-06-2017,Bernard Casoni
Norwich City,FL Championship,73,73,73,73,30-06-2017,Alan Irvine
SM Caen,Ligue 1,73,73,73,73,30-06-2017,Patrice Garande
Independiente,Primera División,73,73,73,73,30-06-2017,Ariel Holan
Angers SCO,Ligue 1,72,72,72,72,30-06-2017,Stéphane Moulin
Empoli,Serie A TIM,72,72,72,72,30-06-2017,Giovanni Martusciello
FC Metz,Ligue 1,75,75,75,75,30-06-2017,Philippe Hinschberger
Fulham,FL Championship,73,73,73,73,30-06-2017,Slaviša Jokanović
Deportivo Toluca,LIGA Bancomer MX,73,73,73,73,30-06-2017,Pepe Mel
Palermo,Serie A TIM,73,73,73,73,30-06-2017,Bruno Tedino
FC Ingolstadt 04,Bundesliga,73,73,73,73,30-06-2017,Maik Walpurgis
Hannover 96,Bundesliga 2,73,73,73,73,30-06-2017,André Breitenreiter
SC Bastia,Ligue 1,73,73,73,73,30-06-2017,Rui Almeida
Vitória Setúbal,Liga NOS,73,73,73,73,30-06-2017,José Couceiro
Sheffield Wednesday,FL Championship,73,73,73,73,30-06-2017,Carlos Carvalhal
Brighton & Hove Albion,FL Championship,72,72,72,72,30-06-2017,Chris Hughton
Atlético Nacional,Liga Dimayor,72,72,72,72,30-06-2017,Reinaldo Rueda
AZ,Eredivisie,72,72,72,72,30-06-2017,Simone Inzaghi
Getafe Club de Fútbol SAD,Liga Adelante,72,72,72,72,30-06-2017,Bordalás
Pescara,Serie A TIM,72,72,72,72,30-06-2017,Zdeněk Zeman
FC Utrecht,Eredivisie,71,71,71,71,30-06-2017,Erik ten Hag
Rio Ave FC,Liga NOS,71,71,71,71,30-06-2017,Luís Castro
SV Darmstadt 98,Bundesliga,68,68,68,68,30-06-2017,Torsten Frings
Independiente Santa Fe,Liga Dimayor,74,74,74,74,30-06-2017,Ariel Holan
sc Heerenveen,Eredivisie,74,74,74,74,30-06-2017,Jurgen Streppel
Rosario Central,Primera División,73,73,73,73,30-06-2017,Paolo Montero
Estudiantes de La Plata,Primera División,73,73,73,73,30-06-2017,Leandro Benítez
Dijon FCO,Ligue 1,72,72,72,72,30-06-2017,Olivier Dall'Oglio
Club Deportivo Tenerife SAD,Liga Adelante,72,72,72,72,30-06-2017,Martí
Real Valladolid Club de Fútbol SAD,Liga Adelante,72,72,72,72,30-06-2017,Paco Herrera
Vitesse,Eredivisie,72,72,72,72,30-06-2017,Henk Fraser
Hellas Verona,Serie B,72,72,72,72,30-06-2017,Fabio Pecchia
FC Arouca,Liga NOS,72,72,72,72,30-06-2017,Jorge Leitão
Derby County,FL Championship,71,71,71,71,30-06-2017,Gary Rowett
Rayo Vallecano de Madrid SAD,Liga Adelante,71,71,71,71,30-06-2017,Míchel
Reading,FL Championship,71,71,71,71,30-06-2017,Jaap Stam
Chaves,Liga NOS,70,70,70,70,30-06-2017,Ricardo Soares
Wolverhampton Wanderers,FL Championship,70,70,70,70,30-06-2017,Nuno Espírito Santo
Deportivo Cali,Liga Dimayor,70,70,70,70,30-06-2017,Héctor Cárdenas
Girona Fútbol Club SAD,Liga Adelante,70,70,70,70,30-06-2017,Pablo Machín
Birmingham City,FL Championship,70,70,70,70,30-06-2017,Harry Redknapp
FC Paços de Ferreira,Liga NOS,70,70,70,70,30-06-2017,Vasco Seabra
Boavista FC,Liga NOS,69,69,69,69,30-06-2017,Miguel Leal
Queens Park Rangers,FL Championship,69,69,69,69,30-06-2017,Ian Holloway
CS Marítimo,Liga NOS,68,68,68,68,30-06-2017,Daniel Ramos
Clube Atlético Paranaense,Liga do Brasil,68,68,68,68,30-06-2017,Diego Simeone
Sport Club Internacional,Liga do Brasil,67,67,67,67,30-06-2017,Guto Ferreira
Real Oviedo SAD,Liga Adelante,72,72,72,72,30-06-2017,Hierro
Bari,Serie B,72,72,72,72,30-06-2017,Stefano Colantuono
Nottingham Forest,FL Championship,72,72,72,72,30-06-2017,Mark Warburton
Associação Atlética Ponte Preta,Liga do Brasil,72,72,72,72,30-06-2017,Gilson Kleina
Santa Cruz,Liga do Brasil,71,71,71,71,30-06-2017,Adriano
Brentford,FL Championship,71,71,71,71,30-06-2017,Dean Smith
Sporting Charleroi,Pro League,71,71,71,71,30-06-2017,Rubi
Millonarios FC,Liga Dimayor,71,71,71,71,30-06-2017,Miguel Russo
Unión Deportiva Almería SAD,Liga Adelante,71,71,71,71,30-06-2017,Ramis
Stade de Reims,Ligue 2,71,71,71,71,30-06-2017,Michel Der Zakarian
Crotone,Serie A TIM,70,70,70,70,30-06-2017,Davide Nicola
1. FC Union Berlin,Bundesliga 2,70,70,70,70,30-06-2017,Jens Keller
Ipswich Town,FL Championship,70,70,70,70,30-06-2017,Mick McCarthy
Eintracht Braunschweig,Bundesliga 2,70,70,70,70,30-06-2017,Torsten Lieberknecht
Cádiz C.F.,Liga Adelante,70,70,70,70,30-06-2017,Álvaro Cervera
Huddersfield Town,FL Championship,70,70,70,70,30-06-2017,David Wagner
Bristol City,FL Championship,70,70,70,70,30-06-2017,Lee Johnson
Sociedad Deportiva Huesca SAD,Liga Adelante,70,70,70,70,30-06-2017,Anquela
Independiente Medellín,Liga Dimayor,70,70,70,70,30-06-2017,Ariel Holan
Carpi,Serie B,70,70,70,70,30-06-2017,Fabrizio Castori
Santa Fe,Primera División,70,70,70,70,30-06-2017,Eduardo Domínguez
Cardiff City,FL Championship,70,70,70,70,30-06-2017,Neil Warnock
AS Nancy-Lorraine,Ligue 1,69,69,69,69,30-06-2017,Pablo Correa
Sporting Kansas City,MLS,69,69,69,69,30-06-2017,Rubi
CF Os Belenenses,Liga NOS,69,69,69,69,30-06-2017,Domingos Paciência
CA Banfield,Primera División,75,75,75,75,30-06-2017,Julio Falcioni
Newell's Old Boys,Primera División,74,74,74,74,30-06-2017,Juan Vojvoda
Gimnàstic de Tarragona SAD,Liga Adelante,72,72,72,72,30-06-2017,Nano Rivas
Associação Chapecoense de Futebol,Liga do Brasil,71,71,71,71,30-06-2017,Vágner Mancini
Atlético Tucumán,Primera División,71,71,71,71,30-06-2017,Ricardo Zielinski
Club Deportivo Lugo SAD,Liga Adelante,71,71,71,71,30-06-2017,Pepe Mel
Vitória,Liga do Brasil,71,71,71,71,30-06-2017,Alexandre Gallo
Fortuna Düsseldorf,Bundesliga 2,71,71,71,71,30-06-2017,Friedhelm Funkel
Heracles Almelo,Eredivisie,71,71,71,71,30-06-2017,John Stegeman
Frosinone,Serie B,71,71,71,71,30-06-2017,Moreno Longo
FC St. Pauli,Bundesliga 2,70,70,70,70,30-06-2017,Ewald Lienen
Elche Club de Fútbol SAD,Liga Adelante,70,70,70,70,30-06-2017,Toril
FC Groningen,Eredivisie,70,70,70,70,30-06-2017,Ernest Faber
Club Deportivo Numancia de Soria SAD,Liga Adelante,70,70,70,70,30-06-2017,Jagoba Arrasate
Godoy Cruz,Primera División,70,70,70,70,30-06-2017,Lucas Bernardi
FC Twente,Eredivisie,69,69,69,69,30-06-2017,René Hake
GD Estoril Praia,Liga NOS,69,69,69,69,30-06-2017,Pedro Emanuel
Moreirense FC,Liga NOS,69,69,69,69,30-06-2017,Petit
Cruzeiro,Liga do Brasil,69,69,69,69,30-06-2017,Mano Menezes
Real Zaragoza SAD,Liga Adelante,69,69,69,69,30-06-2017,Láinez
SpVgg Greuther Fürth,Bundesliga 2,69,69,69,69,30-06-2017,Janos Radoki
Cesena,Serie B,69,69,69,69,30-06-2017,Andrea Camplone
Real Club Deportivo Mallorca SAD,Liga Adelante,69,69,69,69,30-06-2017,Pepe Mel
Once Caldas,Liga Dimayor,69,69,69,69,30-06-2017,Francisco Maturana
CD Nacional,Liga NOS,69,69,69,69,30-06-2017,João de Deus
VfL Bochum,Bundesliga 2,69,69,69,69,30-06-2017,Gertjan Verbeek
Córdoba Club de Fútbol SAD,Liga Adelante,68,68,68,68,30-06-2017,Carrión
Preston North End,FL Championship,68,68,68,68,30-06-2017,Simon Grayson
Sevilla Atlético,Liga Adelante,68,68,68,68,30-06-2017,Diego Simeone
Deportes Tolima,Liga Dimayor,68,68,68,68,30-06-2017,Óscar Quintabani
1. FC Kaiserslautern,Bundesliga 2,68,68,68,68,30-06-2017,Norbert Meier
Rangers,Scottish Prem,68,68,68,68,30-06-2017,Ian Holloway
Willem II,Eredivisie,68,68,68,68,30-06-2017,Erwin van de Looi
Criciúma,Resto del mundo,67,67,67,67,30-06-2017,Luiz Carlos Winck
Wigan Athletic,FL Championship,67,67,67,67,30-06-2017,Graham Barrow
Clube Atlético Mineiro,Liga do Brasil,66,66,66,66,30-06-2017,Roger
Arsenal Tula,Russian League,65,65,65,65,30-06-2017,Arsène Wenger
Benevento,Serie B,73,73,73,73,30-06-2017,Marco Baroni
Vélez Sarsfield,Primera División,73,73,73,73,30-06-2017,Omar De Felippe
Le Havre AC,Ligue 2,72,72,72,72,30-06-2017,Oswald Tanchot
Sporting Lokeren,Pro League,71,71,71,71,30-06-2017,Rubi
Club Atlético Tigre,Primera División,71,71,71,71,30-06-2017,Ricardo Caruso Lombardi
Novara,Serie B,70,70,70,70,30-06-2017,Roberto Boscaglia
Vicenza,Serie B,70,70,70,70,30-06-2017,Vincenzo Torrente
Belgrano de Córdoba,Primera División,69,69,69,69,30-06-2017,Carrión
DSC Arminia Bielefeld,Bundesliga 2,69,69,69,69,30-06-2017,Jeff Saibene
SG Dynamo Dresden,Bundesliga 2,69,69,69,69,30-06-2017,Uwe Neuhaus
FC Sochaux-Montbéliard,Ligue 2,69,69,69,69,30-06-2017,Albert Cartier
RC Lens,Ligue 2,69,69,69,69,30-06-2017,Alain Casanova
Blackburn Rovers,FL Championship,69,69,69,69,30-06-2017,Tony Mowbray
Águilas Doradas,Liga Dimayor,69,69,69,69,30-06-2017,Óscar Pérez
PEC Zwolle,Eredivisie,68,68,68,68,30-06-2017,Ron Jans
Tondela,Liga NOS,68,68,68,68,30-06-2017,Pêpa
Roda JC Kerkrade,Eredivisie,68,68,68,68,30-06-2017,Rick Plum
Stade Brestois 29,Ligue 2,67,67,67,67,30-06-2017,Jean-Marc Furlan
Bolton Wanderers,Football League 1,67,67,67,67,30-06-2017,Phil Parkinson
ES Troyes AC,Ligue 2,67,67,67,67,30-06-2017,Jean-Louis Garcia
Charlton Athletic,Football League 1,67,67,67,67,30-06-2017,Karl Robinson
Club Deportivo Mirandés SAD,Liga Adelante,66,66,66,66,30-06-2017,Pepe Mel
Excelsior,Eredivisie,66,66,66,66,30-06-2017,Mitchell van der Gaag
Karlsruher SC,Bundesliga 2,65,65,65,65,30-06-2017,Marc-Patrick Meister
Defensa y Justicia,Primera División,64,64,64,64,30-06-2017,Sebastián Beccacece
Junín,Primera División,71,71,71,71,30-06-2017,Fernando Quiroz
La Equidad,Liga Dimayor,70,70,70,70,30-06-2017,Arturo Boyacá
AJ Auxerre,Ligue 2,70,70,70,70,30-06-2017,Cédric Daury
Spal,Serie B,70,70,70,70,30-06-2017,Leonardo Semplici
Nîmes Olympique,Ligue 2,69,69,69,69,30-06-2017,Bernard Blaquart
Barnsley,FL Championship,68,68,68,68,30-06-2017,Paul Heckingbottom
Sparta Rotterdam,Eredivisie,68,68,68,68,30-06-2017,Alex Pastoor
RC Strasbourg,Ligue 2,68,68,68,68,30-06-2017,Thierry Laurey
ADO Den Haag,Eredivisie,67,67,67,67,30-06-2017,Fons Groenendijk
Perugia,Serie B,67,67,67,67,30-06-2017,Cristian Bucchi
Red Star FC,Ligue 2,67,67,67,67,30-06-2017,Claude Robin
Ternana Calcio,Serie B,67,67,67,67,30-06-2017,Fabio Liverani
Arsenal de Sarandí,Primera División,65,65,65,65,30-06-2017,Humberto Grondona
San Juan,Primera División,65,65,65,65,30-06-2017,Néstor Gorosito
