equipo,liga,ataque,medio,defensa,promedio,año
Palermo,Serie A TIM,74,74,74,74,2016
FC Lorient,Ligue 1,74,74,74,74,2016
FC Nantes,Ligue 1,73,73,73,73,2016
Hellas Verona,Serie A TIM,73,73,73,73,2016
Vitória Guimarães,Liga NOS,73,73,73,73,2016
Sheffield Wednesday,FL Championship,73,73,73,73,2016
Unión Deportiva Las Palmas SAD,Liga BBVA,73,73,73,73,2016
Club América,LIGA Bancomer MX,73,73,73,73,2016
Stade de Reims,Ligue 1,73,73,73,73,2016
Coritiba Foot Ball Club,Resto del mundo,72,72,72,72,2016
Clube Atlético Paranaense,Resto del mundo,72,72,72,72,2016
Middlesbrough,FL Championship,72,72,72,72,2016
Monterrey,LIGA Bancomer MX,72,72,72,72,2016
Sport Club Internacional,Resto del mundo,72,72,72,72,2016
Rio Ave FC,Liga NOS,72,72,72,72,2016
Derby County,FL Championship,72,72,72,72,2016
Carpi,Serie A TIM,72,72,72,72,2016
FC Ingolstadt 04,Bundesliga,71,71,71,71,2016
Associação Atlética Ponte Preta,Resto del mundo,71,71,71,71,2016
Bursaspor,Süper Lig,71,71,71,71,2016
Celtic,Scottish Prem,74,74,74,74,2016
LA Galaxy,MLS,74,74,74,74,2016
Pachuca,LIGA Bancomer MX,73,73,73,73,2016
Independiente,Primera División,73,73,73,73,2016
SC Friburgo,Bundesliga 2,73,73,73,73,2016
Antalyaspor,Süper Lig,73,73,73,73,2016
AZ,Eredivisie,72,72,72,72,2016
RB Leipzig,Bundesliga 2,72,72,72,72,2016
Universidad de Chile,Camp. Scotiabank,72,72,72,72,2016
Rosario Central,Primera División,72,72,72,72,2016
Rubin Kazan,Russian League,72,72,72,72,2016
U.N.A.M.,LIGA Bancomer MX,72,72,72,72,2016
FC København,Alka Superliga,72,72,72,72,2016
Colo-Colo,Camp. Scotiabank,71,71,71,71,2016
Queens Park Rangers,FL Championship,71,71,71,71,2016
Osmanlıspor FK,Süper Lig,71,71,71,71,2016
Burnley,FL Championship,71,71,71,71,2016
SM Caen,Ligue 1,71,71,71,71,2016
SV Darmstadt 98,Bundesliga,71,71,71,71,2016
Real Valladolid Club de Fútbol SAD,Liga Adelante,71,71,71,71,2016
KRC Genk,Pro League,71,71,71,71,2016
FC Paços de Ferreira,Liga NOS,71,71,71,71,2016
FC Rostov,Russian League,70,70,70,70,2016
Angers SCO,Ligue 1,70,70,70,70,2016
SC Bastia,Ligue 1,70,70,70,70,2016
GD Estoril Praia,Liga NOS,70,70,70,70,2016
Vitesse,Eredivisie,70,70,70,70,2016
Brighton & Hove Albion,FL Championship,70,70,70,70,2016
Al Hilal,ALJ League,70,70,70,70,2016
Cruz Azul,LIGA Bancomer MX,70,70,70,70,2016
Dinamo de Moscú,Russian League,70,70,70,70,2016
Medipol Başakşehir FK,Süper Lig,69,69,69,69,2016
Unión Deportiva Almería SAD,Liga Adelante,69,69,69,69,2016
Gençlerbirliği SK,Süper Lig,74,74,74,74,2016
Club León,LIGA Bancomer MX,74,74,74,74,2016
Jeonbuk Hyundai Motors,K LEAGUE Classic,73,73,73,73,2016
Legia Warszawa,Ekstraklasa,72,72,72,72,2016
Moreirense FC,Liga NOS,72,72,72,72,2016
Kasimpaşa SK,Süper Lig,72,72,72,72,2016
Deportivo Toluca,LIGA Bancomer MX,72,72,72,72,2016
Cardiff City,FL Championship,72,72,72,72,2016
FC Utrecht,Eredivisie,72,72,72,72,2016
Standard de Lieja,Pro League,71,71,71,71,2016
Guadalajara,LIGA Bancomer MX,71,71,71,71,2016
São Paulo Futebol Clube,Resto del mundo,71,71,71,71,2016
Akhisar Belediyespor,Süper Lig,71,71,71,71,2016
Fulham,FL Championship,71,71,71,71,2016
Nottingham Forest,FL Championship,71,71,71,71,2016
Independiente Medellín,Liga Dimayor,70,70,70,70,2016
Al Nassr,ALJ League,70,70,70,70,2016
KV Oostende,Pro League,70,70,70,70,2016
Querétaro,LIGA Bancomer MX,70,70,70,70,2016
Newell's Old Boys,Primera División,70,70,70,70,2016
Club Atlético Lanús,Primera División,70,70,70,70,2016
BSC Young Boys,Raiffeisen SL,70,70,70,70,2016
Atlético Nacional,Liga Dimayor,70,70,70,70,2016
FC Red Bull Salzburgo,Bundesliga Aus.,70,70,70,70,2016
Córdoba Club de Fútbol SAD,Liga Adelante,70,70,70,70,2016
Cagliari,Serie B,70,70,70,70,2016
FC Arouca,Liga NOS,70,70,70,70,2016
Bari,Serie B,70,70,70,70,2016
Torku Konyaspor,Süper Lig,69,69,69,69,2016
Kaizer Chiefs,Resto del mundo,69,69,69,69,2016
Santos Laguna,LIGA Bancomer MX,69,69,69,69,2016
CD Nacional,Liga NOS,69,69,69,69,2016
Real Zaragoza SAD,Liga Adelante,69,69,69,69,2016
Millonarios FC,Liga Dimayor,69,69,69,69,2016
CS Marítimo,Liga NOS,69,69,69,69,2016
Orlando Pirates,Resto del mundo,69,69,69,69,2016
Rosenborg BK,Tippeligaen,69,69,69,69,2016
Charlton Athletic,FL Championship,69,69,69,69,2016
Seattle Sounders FC,MLS,68,68,68,68,2016
Club Atlas,LIGA Bancomer MX,68,68,68,68,2016
CF Os Belenenses,Liga NOS,67,67,67,67,2016
Terek Grozny,Russian League,64,64,64,64,2016
Al Ahli,ALJ League,76,76,76,76,2016
Real Salt Lake,MLS,74,74,74,74,2016
Toronto FC,MLS,73,73,73,73,2016
Kuban Krasnodar,Russian League,73,73,73,73,2016
VfL Bochum,Bundesliga 2,73,73,73,73,2016
FC Sion,Raiffeisen SL,73,73,73,73,2016
ADO Den Haag,Eredivisie,72,72,72,72,2016
Deportivo Cali,Liga Dimayor,71,71,71,71,2016
Ipswich Town,FL Championship,71,71,71,71,2016
Madeira,Liga NOS,71,71,71,71,2016
Kayserispor,Süper Lig,71,71,71,71,2016
FC Midtjylland,Alka Superliga,71,71,71,71,2016
Sporting Charleroi,Pro League,71,71,71,71,2016
Montreal Impact,MLS,71,71,71,71,2016
Çaykur Rizespor,Süper Lig,71,71,71,71,2016
1. FC Nuremberg,Bundesliga 2,71,71,71,71,2016
Boavista FC,Liga NOS,71,71,71,71,2016
Club Tijuana,LIGA Bancomer MX,71,71,71,71,2016
New York City Football Club,MLS,70,70,70,70,2016
Reading,FL Championship,70,70,70,70,2016
New York Red Bulls,MLS,70,70,70,70,2016
Orlando City Soccer Club,MLS,70,70,70,70,2016
Birmingham City,FL Championship,70,70,70,70,2016
Portland Timbers,MLS,70,70,70,70,2016
SV Zulte-Waregem,Pro League,70,70,70,70,2016
Vitória Setúbal,Liga NOS,70,70,70,70,2016
Tiburones Rojos de Veracruz,LIGA Bancomer MX,70,70,70,70,2016
PEC Zwolle,Eredivisie,70,70,70,70,2016
Académica de Coimbra,Liga NOS,70,70,70,70,2016
1. FC Union Berlin,Bundesliga 2,70,70,70,70,2016
Leeds United,FL Championship,70,70,70,70,2016
Sporting Lokeren,Pro League,70,70,70,70,2016
Universidad Católica,Camp. Scotiabank,70,70,70,70,2016
Monarcas Morelia,LIGA Bancomer MX,69,69,69,69,2016
Junior FC,Liga Dimayor,69,69,69,69,2016
Associação Chapecoense de Futebol,Resto del mundo,69,69,69,69,2016
Gaziantepspor,Süper Lig,69,69,69,69,2016
Bilbao Athletic,Liga Adelante,69,69,69,69,2016
sc Heerenveen,Eredivisie,69,69,69,69,2016
Philadelphia Union,MLS,69,69,69,69,2016
ES Troyes AC,Ligue 1,69,69,69,69,2016
FC Dallas,MLS,68,68,68,68,2016
FC Groningen,Eredivisie,68,68,68,68,2016
Real Club Deportivo Mallorca SAD,Liga Adelante,68,68,68,68,2016
Sporting Kansas City,MLS,68,68,68,68,2016
Club Atlético Tigre,Primera División,68,68,68,68,2016
Frosinone,Serie A TIM,68,68,68,68,2016
Girona Fútbol Club SAD,Liga Adelante,68,68,68,68,2016
Bristol City,FL Championship,68,68,68,68,2016
Fortuna Düsseldorf,Bundesliga 2,68,68,68,68,2016
Independiente Santa Fe,Liga Dimayor,68,68,68,68,2016
Lech Poznań,Ekstraklasa,67,67,67,67,2016
Malmö FF,Allsvenskan,67,67,67,67,2016
Club Deportivo Leganés SAD,Liga Adelante,67,67,67,67,2016
1. FC Kaiserslautern,Bundesliga 2,67,67,67,67,2016
FC Seoul,K LEAGUE Classic,73,73,73,73,2016
New England Revolution,MLS,72,72,72,72,2016
Deportes Tolima,Liga Dimayor,71,71,71,71,2016
Gimnàstic de Tarragona SAD,Liga Adelante,70,70,70,70,2016
Columbus Crew SC,MLS,70,70,70,70,2016
Jaguares de Chiapas,LIGA Bancomer MX,70,70,70,70,2016
Puebla,LIGA Bancomer MX,70,70,70,70,2016
Karlsruher SC,Bundesliga 2,70,70,70,70,2016
Perugia,Serie B,70,70,70,70,2016
Wolverhampton Wanderers,FL Championship,69,69,69,69,2016
Parque Patricios,Primera División,69,69,69,69,2016
La Spezia,Serie B,69,69,69,69,2016
Deportivo Alavés SAD,Liga Adelante,69,69,69,69,2016
Belgrano de Córdoba,Primera División,69,69,69,69,2016
FC Sochaux-Montbéliard,Ligue 2,69,69,69,69,2016
Brentford,FL Championship,69,69,69,69,2016
Pescara,Serie B,69,69,69,69,2016
San Jose Earthquakes,MLS,69,69,69,69,2016
Al Ittihad,ALJ League,68,68,68,68,2016
1860 Munich,Bundesliga 2,68,68,68,68,2016
Eskişehirspor,Süper Lig,68,68,68,68,2016
SC Paderborn 07,Bundesliga 2,68,68,68,68,2016
Willem II,Eredivisie,68,68,68,68,2016
Elche Club de Fútbol SAD,Liga Adelante,68,68,68,68,2016
Cesena,Serie B,68,68,68,68,2016
FC St. Pauli,Bundesliga 2,68,68,68,68,2016
PFC Krylia Sovetov de Samara,Russian League,68,68,68,68,2016
FC Malinas,Pro League,68,68,68,68,2016
AS Nancy-Lorraine,Ligue 2,68,68,68,68,2016
Real Oviedo SAD,Liga Adelante,68,68,68,68,2016
Vancouver Whitecaps FC,MLS,67,67,67,67,2016
Once Caldas,Liga Dimayor,67,67,67,67,2016
Club Deportivo Tenerife SAD,Liga Adelante,67,67,67,67,2016
Eintracht Braunschweig,Bundesliga 2,67,67,67,67,2016
GFC Ajaccio,Ligue 1,67,67,67,67,2016
Club Atlético Osasuna,Liga Adelante,67,67,67,67,2016
Club Deportivo Lugo SAD,Liga Adelante,67,67,67,67,2016
AIK,Allsvenskan,67,67,67,67,2016
Medicana Sivasspor,Süper Lig,67,67,67,67,2016
Tondela,Liga NOS,67,67,67,67,2016
SpVgg Greuther Fürth,Bundesliga 2,67,67,67,67,2016
D.C. United,MLS,67,67,67,67,2016
FC Twente,Eredivisie,66,66,66,66,2016
Heracles Almelo,Eredivisie,66,66,66,66,2016
IFK Göteborg,Allsvenskan,66,66,66,66,2016
Houston Dynamo,MLS,66,66,66,66,2016
Blackburn Rovers,FL Championship,66,66,66,66,2016
Colorado Rapids,MLS,65,65,65,65,2016
FC Ural,Russian League,65,65,65,65,2016
Livorno,Serie B,65,65,65,65,2016
FC Metz,Ligue 2,64,64,64,64,2016
Sociedad Deportiva Ponferradina SAD,Liga Adelante,64,64,64,64,2016
FC Anzhi Majachkalá,Russian League,73,73,73,73,2016
Mersin İdman Yurdu,Süper Lig,72,72,72,72,2016
Chicago Fire Soccer Club,MLS,72,72,72,72,2016
N.E.C.,Eredivisie,71,71,71,71,2016
Sociedad Deportiva Huesca SAD,Liga Adelante,70,70,70,70,2016
DSC Arminia Bielefeld,Bundesliga 2,70,70,70,70,2016
Huddersfield Town,FL Championship,69,69,69,69,2016
KVC Westerlo,Pro League,69,69,69,69,2016
CD O'Higgins,Camp. Scotiabank,69,69,69,69,2016
Royal Excel Mouscron,Pro League,69,69,69,69,2016
Avellino,Serie B,69,69,69,69,2016
Aberdeen,Scottish Prem,68,68,68,68,2016
CD Universidad de Concepción,Camp. Scotiabank,68,68,68,68,2016
Pohang Steelers,K LEAGUE Classic,68,68,68,68,2016
Suwon Samsung Bluewings,K LEAGUE Classic,68,68,68,68,2016
Estudiantes de La Plata,Primera División,68,68,68,68,2016
Stade Brestois 29,Ligue 2,68,68,68,68,2016
Agrupación Deportiva Alcorcón SAD,Liga Adelante,68,68,68,68,2016
Preston North End,FL Championship,68,68,68,68,2016
Lechia Gdańsk,Ekstraklasa,68,68,68,68,2016
Vicenza,Serie B,68,68,68,68,2016
Crotone,Serie B,68,68,68,68,2016
Latina Calcio,Serie B,68,68,68,68,2016
Dijon FCO,Ligue 2,67,67,67,67,2016
Santiago Wanderers,Camp. Scotiabank,67,67,67,67,2016
Wigan Athletic,Football League 1,67,67,67,67,2016
1. FC Heidenheim,Bundesliga 2,67,67,67,67,2016
RC Lens,Ligue 2,67,67,67,67,2016
Unió Esportiva Llagostera,Liga Adelante,67,67,67,67,2016
FSV Frankfurt,Bundesliga 2,67,67,67,67,2016
FC Ufa,Russian League,67,67,67,67,2016
KV Cortrique,Pro League,67,67,67,67,2016
Novara,Serie B,67,67,67,67,2016
Audax Italiano,Camp. Scotiabank,67,67,67,67,2016
Roda JC Kerkrade,Eredivisie,67,67,67,67,2016
CD Palestino,Camp. Scotiabank,67,67,67,67,2016
Bolton Wanderers,FL Championship,66,66,66,66,2016
SK Rapid Viena,Bundesliga Aus.,66,66,66,66,2016
Albacete Balompié SAD,Liga Adelante,66,66,66,66,2016
Unión Española,Camp. Scotiabank,66,66,66,66,2016
Sint-Truidense VV,Pro League,66,66,66,66,2016
Molde FK,Tippeligaen,66,66,66,66,2016
Rotherham United,FL Championship,66,66,66,66,2016
Al Shabab,ALJ League,65,65,65,65,2016
SV Sandhausen,Bundesliga 2,65,65,65,65,2016
IFK Norrköping,Allsvenskan,65,65,65,65,2016
Ternana Calcio,Serie B,65,65,65,65,2016
Gimnasia y Esgrima La Plata,Primera División,64,64,64,64,2016
Strømsgodset IF,Tippeligaen,64,64,64,64,2016
Grasshopper,Raiffeisen SL,74,74,74,74,2016
Seongnam FC,K LEAGUE Classic,72,72,72,72,2016
Melbourne Victory,Hyundai A-League,71,71,71,71,2016
Ulsan Hyundai FC,K LEAGUE Classic,70,70,70,70,2016
Águilas Doradas,Liga Dimayor,70,70,70,70,2016
Brisbane Roar,Hyundai A-League,69,69,69,69,2016
Vålerenga Fotball,Tippeligaen,69,69,69,69,2016
Randers FC,Alka Superliga,69,69,69,69,2016
FC Zürich,Raiffeisen SL,69,69,69,69,2016
Milton Keynes Dons,FL Championship,69,69,69,69,2016
Pogoń Szczecin,Ekstraklasa,68,68,68,68,2016
Unión,Primera División,68,68,68,68,2016
Jagiellonia Białystok,Ekstraklasa,68,68,68,68,2016
SønderjyskE,Alka Superliga,68,68,68,68,2016
MSV Duisburg,Bundesliga 2,68,68,68,68,2016
Dorados de Sinaloa,LIGA Bancomer MX,68,68,68,68,2016
Brøndby IF,Alka Superliga,68,68,68,68,2016
Cruzeiro,Resto del mundo,68,68,68,68,2016
AJ Auxerre,Ligue 2,68,68,68,68,2016
FK Austria Viena,Bundesliga Aus.,67,67,67,67,2016
Red Star FC,Ligue 2,67,67,67,67,2016
Waasland-Beveren,Pro League,67,67,67,67,2016
Coventry City,Football League 1,67,67,67,67,2016
Odds BK,Tippeligaen,67,67,67,67,2016
De Graafschap,Eredivisie,67,67,67,67,2016
Melbourne City,Hyundai A-League,67,67,67,67,2016
Borgocalcio,Serie B,67,67,67,67,2016
Le Havre AC,Ligue 2,67,67,67,67,2016
Patriotas Boyacá FC,Liga Dimayor,67,67,67,67,2016
Modena,Serie B,67,67,67,67,2016
Excelsior,Eredivisie,67,67,67,67,2016
CD Cobresal,Camp. Scotiabank,67,67,67,67,2016
Stade Lavallois Mayenne FC,Ligue 2,67,67,67,67,2016
BK Häcken,Allsvenskan,66,66,66,66,2016
Wisła Kraków,Ekstraklasa,66,66,66,66,2016
Club Deportivo Numancia de Soria SAD,Liga Adelante,66,66,66,66,2016
París FC,Ligue 2,66,66,66,66,2016
FC Luzern,Raiffeisen SL,66,66,66,66,2016
Salerno,Serie B,66,66,66,66,2016
Évian Thonon Gaillard FC,Ligue 2,65,65,65,65,2016
Oud-Heverlee Leuven,Pro League,65,65,65,65,2016
Vélez Sarsfield,Primera División,65,65,65,65,2016
Sheffield United,Football League 1,65,65,65,65,2016
Deportivo San Marcos de Arica,Camp. Scotiabank,65,65,65,65,2016
IF Elfsborg,Allsvenskan,65,65,65,65,2016
Mordovia Saransk,Russian League,65,65,65,65,2016
US Pro Vercelli Calcio,Serie B,65,65,65,65,2016
Arsenal de Sarandí,Primera División,65,65,65,65,2016
CD Huachipato,Camp. Scotiabank,65,65,65,65,2016
Club Deportivo Mirandés SAD,Liga Adelante,64,64,64,64,2016
Santa Fe,Primera División,64,64,64,64,2016
SK Sturm Graz,Bundesliga Aus.,64,64,64,64,2016
Valenciennes FC,Ligue 2,64,64,64,64,2016
SC Cambuur,Eredivisie,64,64,64,64,2016
Rafaela,Primera División,63,63,63,63,2016
Defensa y Justicia,Primera División,62,62,62,62,2016
Godoy Cruz,Primera División,71,71,71,71,2016
Aalborg BK,Alka Superliga,69,69,69,69,2016
Brescia,Serie B,69,69,69,69,2016
Aarhus GF,Alka Superliga,69,69,69,69,2016
Perth Glory,Hyundai A-League,69,69,69,69,2016
Deportivo Pasto,Liga Dimayor,68,68,68,68,2016
Clermont Foot 63,Ligue 2,67,67,67,67,2016
Nîmes Olympique,Ligue 2,67,67,67,67,2016
FC St. Gallen,Raiffeisen SL,67,67,67,67,2016
Piast Gliwice,Ekstraklasa,66,66,66,66,2016
SS Virtus Lanciano,Serie B,66,66,66,66,2016
Heart of Midlothian,Scottish Prem,66,66,66,66,2016
US Créteil-Lusitanos,Ligue 2,66,66,66,66,2016
Amkar Perm,Russian League,65,65,65,65,2016
Figueirense Futebol Clube,Resto del mundo,65,65,65,65,2016
CD Antofagasta,Camp. Scotiabank,65,65,65,65,2016
Olimpo de Bahía Blanca,Primera División,65,65,65,65,2016
Esbjerg fB,Alka Superliga,65,65,65,65,2016
Trapani,Serie B,65,65,65,65,2016
Unión La Calera,Camp. Scotiabank,65,65,65,65,2016
AC Ajaccio,Ligue 2,64,64,64,64,2016
Millwall,Football League 1,64,64,64,64,2016
Brisigonza,Serie B,64,64,64,64,2016
Tours FC,Ligue 2,64,64,64,64,2016
Jeonnam Dragons,K LEAGUE Classic,63,63,63,63,2016
Quilmes Atlético Club,Primera División,63,63,63,63,2016
Como,Serie B,63,63,63,63,2016
Sydney FC,Hyundai A-League,62,62,62,62,2016
Djurgårdens IF,Allsvenskan,62,62,62,62,2016
Ś. Wrocław,Ekstraklasa,62,62,62,62,2016
Junín,Primera División,61,61,61,61,2016
Envigado FC,Liga Dimayor,61,61,61,61,2016
Zagłębie Lubin,Ekstraklasa,60,60,60,60,2016
Stabæk Fotball,Tippeligaen,59,59,59,59,2016
CA Banfield,Primera División,72,72,72,72,2016
Kilmarnock,Scottish Prem,69,69,69,69,2016
Odense Boldklub,Alka Superliga,67,67,67,67,2016
Football Bourg-en-Bresse Péronnas 01,Ligue 2,66,66,66,66,2016
Jeju United FC,K LEAGUE Classic,66,66,66,66,2016
Southend United,Football League 1,65,65,65,65,2016
CA Unión Mar del Plata,Primera División,65,65,65,65,2016
Bradford City,Football League 1,65,65,65,65,2016
Hammarby,Allsvenskan,65,65,65,65,2016
Dundee United,Scottish Prem,65,65,65,65,2016
Viking FK,Tippeligaen,64,64,64,64,2016
Deportes Iquique,Camp. Scotiabank,64,64,64,64,2016
Aalesunds FK,Tippeligaen,64,64,64,64,2016
Chamois Niortais FC,Ligue 2,64,64,64,64,2016
Club Atlético Temperley,Primera División,64,64,64,64,2016
Walsall,Football League 1,64,64,64,64,2016
La Equidad,Liga Dimayor,64,64,64,64,2016
Sarpsborg 08 FF,Tippeligaen,64,64,64,64,2016
San Luis de Quillota,Camp. Scotiabank,63,63,63,63,2016
Partick Thistle,Scottish Prem,63,63,63,63,2016
San Juan,Primera División,63,63,63,63,2016
Gillingham,Football League 1,63,63,63,63,2016
Örebro SK,Allsvenskan,63,63,63,63,2016
Lillestrøm SK,Tippeligaen,63,63,63,63,2016
Wolfsberger AC,Bundesliga Aus.,63,63,63,63,2016
Kalmar FF,Allsvenskan,62,62,62,62,2016
St. Johnstone,Scottish Prem,62,62,62,62,2016
Joinville Esporte Clube,Resto del mundo,62,62,62,62,2016
Leyton Orient,Football League 2,62,62,62,62,2016
Bury,Football League 1,62,62,62,62,2016
Jaguares Fútbol Club,Liga Dimayor,62,62,62,62,2016
Doncaster Rovers,Football League 1,62,62,62,62,2016
Corporación Club Deportivo Tuluá,Liga Dimayor,61,61,61,61,2016
Cracovia Kraków,Ekstraklasa,61,61,61,61,2016
SCR Altach,Bundesliga Aus.,61,61,61,61,2016
Alianza Petrolera,Liga Dimayor,59,59,59,59,2016
Ruch Chorzow,Ekstraklasa,67,67,67,67,2016
Avaí FC,Resto del mundo,66,66,66,66,2016
Argentinos Juniors,Primera División,66,66,66,66,2016
FC Nordsjælland,Alka Superliga,66,66,66,66,2016
Ross County,Scottish Prem,66,66,66,66,2016
Western Sydney Wanderers,Hyundai A-League,65,65,65,65,2016
Chesterfield,Football League 1,65,65,65,65,2016
Motherwell,Scottish Prem,64,64,64,64,2016
Boyacá Chicó FC,Liga Dimayor,64,64,64,64,2016
Al Taawoun,ALJ League,64,64,64,64,2016
Adelaide United,Hyundai A-League,64,64,64,64,2016
Podbeskidzie Bielsko-Biała,Ekstraklasa,64,64,64,64,2016
Swindon Town,Football League 1,64,64,64,64,2016
Northampton Town,Football League 2,64,64,64,64,2016
Incheon United,K LEAGUE Classic,64,64,64,64,2016
Notts County,Football League 2,64,64,64,64,2016
Helsingborgs IF,Allsvenskan,64,64,64,64,2016
FK Bodø/Glimt,Tippeligaen,64,64,64,64,2016
Górnik Zabrze,Ekstraklasa,63,63,63,63,2016
Shrewsbury Town,Football League 1,63,63,63,63,2016
FK Haugesund,Tippeligaen,63,63,63,63,2016
Luton Town,Football League 2,63,63,63,63,2016
Fleetwood Town,Football League 1,62,62,62,62,2016
Korona Kielce,Ekstraklasa,62,62,62,62,2016
Scunthorpe United,Football League 1,62,62,62,62,2016
Viborg FF,Alka Superliga,62,62,62,62,2016
Portsmouth,Football League 2,62,62,62,62,2016
SV Mattersburg,Bundesliga Aus.,62,62,62,62,2016
Hobro IK,Alka Superliga,62,62,62,62,2016
Wellington Phoenix,Hyundai A-League,61,61,61,61,2016
Oldham Athletic,Football League 1,61,61,61,61,2016
SV Josko Ried,Bundesliga Aus.,61,61,61,61,2016
Inverness Caledonian Thistle,Scottish Prem,60,60,60,60,2016
Al Fateh,ALJ League,60,60,60,60,2016
Najran,ALJ League,60,60,60,60,2016
Peterborough United,Football League 1,59,59,59,59,2016
Atlético Huila,Liga Dimayor,58,58,58,58,2016
FC Vaduz,Raiffeisen SL,66,66,66,66,2016
Rochdale,Football League 1,66,66,66,66,2016
FC Thun,Raiffeisen SL,64,64,64,64,2016
Al Qadisiyah FC,ALJ League,64,64,64,64,2016
Oxford United,Football League 2,63,63,63,63,2016
Termalica Bruk-Bet Nieciecza KS,Ekstraklasa,63,63,63,63,2016
Newcastle Jets,Hyundai A-League,63,63,63,63,2016
Mansfield Town,Football League 2,63,63,63,63,2016
Burton Albion,Football League 1,63,63,63,63,2016
Cambridge United,Football League 2,62,62,62,62,2016
Plymouth Argyle,Football League 2,62,62,62,62,2016
Busan IPark,K LEAGUE Classic,62,62,62,62,2016
Al Raed,ALJ League,62,62,62,62,2016
Colchester United,Football League 1,62,62,62,62,2016
Dundee FC,Scottish Prem,62,62,62,62,2016
AFC Wimbledon,Football League 2,62,62,62,62,2016
Bristol Rovers,Football League 2,62,62,62,62,2016
Mataderos,Primera División,62,62,62,62,2016
Barnsley,Football League 1,61,61,61,61,2016
Tromsø IL,Tippeligaen,61,61,61,61,2016
Hamilton Academical,Scottish Prem,61,61,61,61,2016
Exeter City,Football League 2,61,61,61,61,2016
IK Start,Tippeligaen,61,61,61,61,2016
Port Vale,Football League 1,60,60,60,60,2016
GwangJu FC,K LEAGUE Classic,60,60,60,60,2016
Blackpool,Football League 1,60,60,60,60,2016
FC Admira Wacker Mödling,Bundesliga Aus.,60,60,60,60,2016
GIF Sundsvall,Allsvenskan,59,59,59,59,2016
FC Lugano,Raiffeisen SL,58,58,58,58,2016
Al Faisaly,ALJ League,64,64,64,64,2016
Gefle IF,Allsvenskan,63,63,63,63,2016
Hajer,ALJ League,63,63,63,63,2016
Sandefjord Fotball,Tippeligaen,63,63,63,63,2016
Al Wahda FC,ALJ League,62,62,62,62,2016
Górnik Łęczna,Ekstraklasa,62,62,62,62,2016
Central Coast Mariners,Hyundai A-League,61,61,61,61,2016
Dundalk,SSE Airtricity Lge,61,61,61,61,2016
Carlisle United,Football League 2,61,61,61,61,2016
Al Khaleej,ALJ League,60,60,60,60,2016
SV Grödig,Bundesliga Aus.,60,60,60,60,2016
Wycombe Wanderers,Football League 2,60,60,60,60,2016
Yeovil Town,Football League 2,60,60,60,60,2016
Cúcuta Deportivo,Liga Dimayor,59,59,59,59,2016
Stevenage,Football League 2,58,58,58,58,2016
Posadas,Primera División,58,58,58,58,2016
Hartlepool United,Football League 2,62,62,62,62,2016
Halmstads BK,Allsvenskan,61,61,61,61,2016
Accrington Stanley,Football League 2,61,61,61,61,2016
Crewe Alexandra,Football League 1,61,61,61,61,2016
Daejeon Citizen,K LEAGUE Classic,60,60,60,60,2016
Falkenbergs FF,Allsvenskan,60,60,60,60,2016
Crawley Town,Football League 2,60,60,60,60,2016
Newport County,Football League 2,60,60,60,60,2016
Dagenham and Redbridge,Football League 2,59,59,59,59,2016
Morecambe,Football League 2,60,60,60,60,2016
St. Patrick's Athletic,SSE Airtricity Lge,60,60,60,60,2016
Mjøndalen IF,Tippeligaen,59,59,59,59,2016
York City,Football League 2,59,59,59,59,2016
Cork City,SSE Airtricity Lge,59,59,59,59,2016
Barnet,Football League 2,59,59,59,59,2016
Åtvidabergs FF,Allsvenskan,58,58,58,58,2016
Shamrock Rovers,SSE Airtricity Lge,57,57,57,57,2016
Derry City,SSE Airtricity Lge,62,62,62,62,2016
